,Mat,NO,Total Runs,HS,Ave,Total Balls,Career SR,100,50,0,Opposition,match_id,player_id,Match Runs,Match SR,Ground
5577,260,9,8730,172,35.77,9076,96.18,14,49,17,v South Africa,ODI # 2552,5390,42,100.00,Basseterre
5578,261,9,8737,172,35.66,9085,96.16,14,49,17,v West Indies,ODI # 2555,5390,7,77.77,North Sound
5579,262,10,8796,172,35.90,9129,96.35,14,50,17,v Bangladesh,ODI # 2559,5390,59*,134.09,North Sound
5580,263,10,8823,172,35.86,9166,96.25,14,50,17,v England,ODI # 2565,5390,27,72.97,North Sound
5581,264,10,8857,172,35.85,9191,96.36,14,50,17,v Ireland,ODI # 2570,5390,34,136.00,Bridgetown
5582,265,10,8887,172,35.83,9240,96.17,14,50,17,v Sri Lanka,ODI # 2573,5390,30,61.22,St George's
5583,266,10,8888,172,35.69,9242,96.16,14,50,17,v New Zealand,ODI # 2577,5390,1,50.00,St George's
5584,267,10,8889,172,35.55,9247,96.12,14,50,17,v South Africa,ODI # 2580,5390,1,20.00,Gros Islet
5585,268,10,9038,172,36.00,9351,96.65,15,50,17,v Sri Lanka,ODI # 2581,5390,149,143.26,Bridgetown
5586,269,10,9050,172,35.91,9362,96.66,15,50,17,v India,ODI # 2621,5390,12,109.09,Bengaluru
5587,270,10,9050,172,35.77,9367,96.61,15,50,18,v India,ODI # 2623,5390,0,0.00,Kochi
5588,271,10,9079,172,35.74,9398,96.60,15,50,18,v India,ODI # 2625,5390,29,93.54,Hyderabad (Deccan)
5589,272,10,9097,172,35.67,9415,96.62,15,50,18,v India,ODI # 2627,5390,18,105.88,Chandigarh
5590,273,11,9176,172,35.98,9492,96.67,15,51,18,v India,ODI # 2629,5390,79*,102.59,Vadodara
5591,274,11,9227,172,36.04,9539,96.72,15,52,18,v India,ODI # 2631,5390,51,108.51,Nagpur
5592,275,11,9246,172,35.97,9565,96.66,15,52,18,v India,ODI # 2632,5390,19,73.07,Mumbai
5593,276,11,9297,172,36.03,9594,96.90,15,53,18,v New Zealand,ODI # 2655,5390,51,175.86,Adelaide
5594,277,11,9297,172,36.03,9594,96.90,15,53,18,v New Zealand,ODI # 2656,5390,TDNB,-,Sydney
5595,278,11,9311,172,35.94,9611,96.87,15,53,18,v India,ODI # 2670,5390,14,82.35,Brisbane
5596,279,11,9372,172,36.04,9692,96.69,15,54,18,v Sri Lanka,ODI # 2673,5390,61,75.30,Sydney
5597,280,11,9372,172,35.90,9695,96.66,15,54,19,v India,ODI # 2675,5390,0,0.00,Melbourne
5598,281,11,9490,172,36.22,9827,96.57,16,54,19,v Sri Lanka,ODI # 2679,5390,118,89.39,Perth
5599,282,11,9505,172,36.14,9844,96.55,16,54,19,v India,ODI # 2680,5390,15,88.23,Adelaide
5600,283,11,9511,172,36.02,9855,96.50,16,54,19,v Sri Lanka,ODI # 2683,5390,6,54.54,Melbourne
5601,284,11,9527,172,35.95,9862,96.60,16,54,19,v India,ODI # 2685,5390,16,228.57,Sydney
5602,285,11,9610,172,36.12,9912,96.95,16,55,19,v Sri Lanka,ODI # 2687,5390,83,166.00,Melbourne
5603,286,11,9617,172,36.01,9919,96.95,16,55,19,v India,ODI # 2688,5390,7,100.00,Sydney
5604,287,11,9619,172,35.89,9922,96.94,16,55,19,v India,ODI # 2689,5390,2,66.66,Brisbane
5605,1,0,20,20,20.00,38,52.63,0,0,0,v England,ODI # 2219,44936,20,52.63,Bloemfontein
5606,2,0,36,20,18.00,66,54.54,0,0,0,v England,ODI # 2221,44936,16,57.14,Port Elizabeth
5607,3,0,45,20,15.00,80,56.25,0,0,0,v England,ODI # 2223,44936,9,64.28,Cape Town
5608,4,0,47,20,11.75,87,54.02,0,0,0,v England,ODI # 2224,44936,2,28.57,East London
5609,5,0,54,20,10.80,94,57.44,0,0,0,v Zimbabwe,ODI # 2233,44936,7,100.00,Port Elizabeth
5610,6,0,71,20,11.83,123,57.72,0,0,0,v West Indies,ODI # 2244,44936,17,58.62,Port of Spain
5611,7,0,101,30,14.42,148,68.24,0,0,0,v West Indies,ODI # 2245,44936,30,120.00,Port of Spain
5612,8,0,125,30,15.62,171,73.09,0,0,0,v Asia XI,ODI # 2269,44936,24,104.34,Centurion
5613,9,0,164,39,18.22,238,68.90,0,0,0,v Asia XI,ODI # 2270,44936,39,58.20,Durban
5614,10,0,193,39,19.30,267,72.28,0,0,0,v New Zealand,ODI # 2289,44936,29,100.00,Port Elizabeth
5615,11,0,199,39,18.09,285,69.82,0,0,0,v New Zealand,ODI # 2292,44936,6,33.33,Durban
5616,12,0,210,39,17.50,310,67.74,0,0,0,v New Zealand,ODI # 2293,44936,11,44.00,Centurion
5617,13,0,217,39,16.69,326,66.56,0,0,0,v India,ODI # 2297,44936,7,43.75,Hyderabad (Deccan)
5618,14,0,221,39,15.78,331,66.76,0,0,0,v India,ODI # 2298,44936,4,80.00,Bengaluru
5619,15,0,264,43,17.60,361,73.13,0,0,0,v Australia,ODI # 2341,44936,43,143.33,Centurion
5620,16,0,282,43,17.62,384,73.43,0,0,0,v Australia,ODI # 2345,44936,18,78.26,Cape Town
5621,17,0,350,68,20.58,476,73.52,0,1,0,v Australia,ODI # 2347,44936,68,73.91,Port Elizabeth
5622,18,0,388,68,21.55,521,74.47,0,1,0,v Australia,ODI # 2348,44936,38,84.44,Durban
5623,19,0,402,68,21.15,541,74.30,0,1,0,v Australia,ODI # 2349,44936,14,70.00,Johannesburg
5624,20,0,456,68,22.80,629,72.49,0,2,0,v Sri Lanka,ODI # 2435,44936,54,61.36,Ahmedabad
5625,21,0,466,68,22.19,640,72.81,0,2,0,v Pakistan,ODI # 2438,44936,10,90.90,Mohali
5626,22,0,512,68,23.27,697,73.45,0,2,0,v West Indies,ODI # 2442,44936,46,80.70,Jaipur
5627,23,0,553,68,24.04,744,74.32,0,2,0,v India,ODI # 2447,44936,41,87.23,Durban
5628,24,0,582,68,24.25,774,75.19,0,2,0,v India,ODI # 2449,44936,29,96.66,Cape Town
5629,25,0,595,68,23.80,782,76.08,0,2,0,v India,ODI # 2452,44936,13,162.50,Port Elizabeth
5630,26,1,687,92*,27.48,880,78.06,0,3,0,v India,ODI # 2458,44936,92*,93.87,Centurion
5631,27,1,754,92*,29.00,958,78.70,0,4,0,v Pakistan,ODI # 2506,44936,67,85.89,Centurion
5632,28,1,797,92*,29.51,1004,79.38,0,4,0,v Pakistan,ODI # 2513,44936,43,93.47,Durban
5633,29,1,797,92*,29.51,1004,79.38,0,4,0,v Pakistan,ODI # 2517,44936,TDNB,-,Port Elizabeth
5634,30,2,847,92*,31.37,1044,81.13,0,5,0,v Pakistan,ODI # 2521,44936,50*,125.00,Cape Town
5635,31,3,918,92*,34.00,1130,81.23,0,6,0,v Pakistan,ODI # 2523,44936,71*,82.55,Johannesburg
5636,32,3,918,92*,32.78,1132,81.09,0,6,1,v Netherlands,ODI # 2537,44936,0,0.00,Basseterre
5637,33,3,980,92*,33.79,1177,83.26,0,7,1,v Scotland,ODI # 2545,44936,62,137.77,Basseterre
5638,34,3,1072,92*,35.73,1247,85.96,0,8,1,v Australia,ODI # 2552,44936,92,131.42,Basseterre
5639,35,3,1072,92*,34.58,1252,85.62,0,8,2,v Sri Lanka,ODI # 2556,44936,0,0.00,Providence
5640,36,3,1072,92*,33.50,1255,85.41,0,8,3,v Ireland,ODI # 2562,44936,0,0.00,Providence
5641,37,3,1087,92*,32.93,1294,84.00,0,8,3,v Bangladesh,ODI # 2564,44936,15,38.46,Providence
5642,38,3,1233,146,36.26,1424,86.58,1,8,3,v West Indies,ODI # 2567,44936,146,112.30,St George's
5643,39,3,1233,146,35.22,1430,86.22,1,8,4,v New Zealand,ODI # 2571,44936,0,0.00,St George's
5644,40,3,1275,146,35.41,1465,87.03,1,8,4,v England,ODI # 2574,44936,42,120.00,Bridgetown
5645,41,3,1290,146,34.86,1499,86.05,1,8,4,v Australia,ODI # 2580,44936,15,44.11,Gros Islet
5646,42,3,1294,146,34.05,1501,86.20,1,8,4,v Asia XI,ODI # 2587,44936,4,200.00,Bengaluru
5647,43,3,1307,146,33.51,1511,86.49,1,8,4,v Asia XI,ODI # 2588,44936,13,130.00,Chennai
5648,44,3,1377,146,34.42,1574,87.48,1,9,4,v Asia XI,ODI # 2589,44936,70,111.11,Chennai
5649,45,3,1417,146,34.56,1609,88.06,1,9,4,v Ireland,ODI # 2591,44936,40,114.28,Belfast
5650,46,3,1441,146,34.30,1646,87.54,1,9,4,v India,ODI # 2592,44936,24,64.86,Belfast
5651,47,3,1441,146,33.51,1652,87.22,1,9,5,v India,ODI # 2593,44936,0,0.00,Belfast
5652,48,3,1456,146,33.09,1687,86.30,1,9,5,v India,ODI # 2595,44936,15,42.85,Belfast
5653,49,3,1519,146,33.75,1772,85.72,1,10,5,v Zimbabwe,ODI # 2612,44936,63,74.11,Bulawayo
5654,50,4,1519,146,33.75,1777,85.48,1,10,5,v Zimbabwe,ODI # 2614,44936,0*,0.00,Harare
5655,51,4,1626,146,35.34,1866,87.13,2,10,5,v Zimbabwe,ODI # 2615,44936,107,120.22,Harare
5656,52,5,1729,146,37.58,1961,88.16,3,10,5,v Pakistan,ODI # 2633,44936,103*,108.42,Lahore
5657,53,5,1764,146,37.53,2012,87.67,3,10,5,v Pakistan,ODI # 2635,44936,35,68.62,Lahore
5658,54,5,1781,146,37.10,2040,87.30,3,10,5,v Pakistan,ODI # 2637,44936,17,60.71,Faisalabad
5659,55,6,1782,146,37.12,2041,87.31,3,10,5,v Pakistan,ODI # 2639,44936,1*,100.00,Multan
5660,56,6,1799,146,36.71,2062,87.24,3,10,5,v Pakistan,ODI # 2642,44936,17,80.95,Lahore
5661,57,6,1886,146,37.72,2165,87.11,3,11,5,v New Zealand,ODI # 2648,44936,87,84.46,Durban
5662,58,6,1894,146,37.13,2178,86.96,3,11,5,v New Zealand,ODI # 2650,44936,8,61.53,Port Elizabeth
5663,59,6,1896,146,36.46,2190,86.57,3,11,5,v New Zealand,ODI # 2652,44936,2,16.66,Cape Town
5664,60,6,1898,146,35.81,2199,86.31,3,11,5,v West Indies,ODI # 2661,44936,2,22.22,Centurion
5665,61,6,1943,146,35.98,2258,86.04,3,11,5,v West Indies,ODI # 2664,44936,45,76.27,Cape Town
5666,62,6,1961,146,35.65,2283,85.89,3,11,5,v West Indies,ODI # 2666,44936,18,72.00,Port Elizabeth
5667,63,6,2038,146,36.39,2369,86.02,3,12,5,v West Indies,ODI # 2668,44936,77,89.53,Durban
5668,64,6,2038,146,36.39,2369,86.02,3,12,5,v West Indies,ODI # 2671,44936,DNB,-,Johannesburg
5669,65,6,2038,146,36.39,2369,86.02,3,12,5,v Bangladesh,ODI # 2690,44936,DNB,-,Chattogram
5670,66,7,2107,146,37.62,2481,84.92,3,13,5,v Bangladesh,ODI # 2691,44936,69*,61.60,Dhaka
5671,67,7,2147,146,37.66,2518,85.26,3,13,5,v Bangladesh,ODI # 2692,44936,40,108.10,Dhaka
5672,68,7,2171,146,37.43,2553,85.03,3,13,5,v England,ODI # 2748,44936,24,68.57,Leeds
5673,69,7,2176,146,36.88,2578,84.40,3,13,5,v England,ODI # 2754,44936,5,20.00,Nottingham
5674,70,7,2188,146,36.46,2601,84.12,3,13,5,v England,ODI # 2757,44936,12,52.17,The Oval
5675,71,7,2202,146,36.09,2635,83.56,3,13,5,v England,ODI # 2759,44936,14,41.17,Lord's
5676,72,7,2202,146,36.09,2635,83.56,3,13,5,v England,ODI # 2761,44936,DNB,-,Cardiff
5677,73,7,2213,146,35.69,2652,83.44,3,13,5,v Kenya,ODI # 2769,44936,11,64.70,Bloemfontein
5678,74,7,2241,146,35.57,2674,83.80,3,13,5,v Kenya,ODI # 2770,44936,28,127.27,Kimberley
5679,75,7,2276,146,35.56,2717,83.76,3,13,5,v Bangladesh,ODI # 2771,44936,35,81.39,Potchefstroom
5680,76,8,2330,146,36.40,2744,84.91,3,14,5,v Bangladesh,ODI # 2772,44936,54*,200.00,Benoni
5681,77,8,2374,146,36.52,2806,84.60,3,14,5,v Australia,ODI # 2796,44936,44,70.96,Hobart
5682,78,8,2379,146,36.04,2810,84.66,3,14,5,v Australia,ODI # 2802,44936,5,125.00,Sydney
5683,79,9,2461,146,37.28,2895,85.00,3,15,5,v Australia,ODI # 2804,44936,82*,96.47,Adelaide
5684,80,9,2521,146,37.62,2966,84.99,3,16,5,v Australia,ODI # 2808,44936,60,84.50,Perth
5685,81,9,2523,146,37.10,2972,84.89,3,16,5,v Australia,ODI # 2832,44936,2,33.33,Durban
5686,82,10,2559,146,37.63,3014,84.90,3,16,5,v Australia,ODI # 2834,44936,36*,85.71,Centurion
5687,83,10,2639,146,38.24,3101,85.10,3,17,5,v Australia,ODI # 2839,44936,80,91.95,Cape Town
5688,84,10,2723,146,38.90,3175,85.76,3,18,5,v Australia,ODI # 2840,44936,84,113.51,Port Elizabeth
5689,85,10,2761,146,38.88,3217,85.82,3,18,5,v Australia,ODI # 2841,44936,38,90.47,Johannesburg
5690,86,10,2785,146,38.68,3255,85.56,3,18,5,v Sri Lanka,ODI # 2893,44936,24,63.15,Centurion
5691,87,11,2855,146,39.65,3331,85.70,3,19,5,v New Zealand,ODI # 2895,44936,70*,92.10,Centurion
5692,88,11,2891,146,39.60,3372,85.73,3,19,5,v England,ODI # 2900,44936,36,87.80,Centurion
5693,89,11,2942,146,39.75,3423,85.94,3,20,5,v Zimbabwe,ODI # 2926,44936,51,100.00,Benoni
5694,90,11,2947,146,39.29,3434,85.81,3,20,5,v Zimbabwe,ODI # 2928,44936,5,45.45,Centurion
5695,91,11,2949,146,38.80,3444,85.62,3,20,5,v England,ODI # 2929,44936,2,20.00,Centurion
5696,92,11,3070,146,39.87,3529,86.99,4,20,5,v England,ODI # 2930,44936,121,142.35,Cape Town
5697,93,11,3092,146,39.64,3565,86.73,4,20,5,v England,ODI # 2931,44936,22,61.11,Port Elizabeth
5698,94,11,3117,146,39.45,3588,86.87,4,20,5,v India,ODI # 2961,44936,25,108.69,Jaipur
5699,95,12,3231,146,40.89,3689,87.58,5,20,5,v India,ODI # 2962,44936,114*,112.87,Gwalior
5700,96,13,3333,146,42.18,3748,88.92,6,20,5,v India,ODI # 2963,44936,102*,172.88,Ahmedabad
5701,97,13,3435,146,42.93,3849,89.24,7,20,5,v West Indies,ODI # 2979,44936,102,100.99,North Sound
5702,98,13,3476,146,42.91,3884,89.49,7,20,5,v West Indies,ODI # 2980,44936,41,117.14,North Sound
5703,99,13,3546,146,43.24,3964,89.45,7,21,5,v West Indies,ODI # 2982,44936,70,87.50,Roseau
5704,100,14,3603,146,43.93,4028,89.44,7,22,5,v West Indies,ODI # 2984,44936,57*,89.06,Roseau
5705,101,14,3616,146,43.56,4044,89.41,7,22,5,v West Indies,ODI # 2987,44936,13,81.25,Port of Spain
5706,102,14,3637,146,43.29,4060,89.58,7,22,5,v Zimbabwe,ODI # 3057,44936,21,131.25,Bloemfontein
5707,103,15,3738,146,44.50,4132,90.46,8,22,5,v Zimbabwe,ODI # 3059,44936,101*,140.27,Potchefstroom
5708,104,15,3847,146,45.25,4231,90.92,9,22,5,v Zimbabwe,ODI # 3061,44936,109,110.10,Benoni
5709,105,15,3898,146,45.32,4284,90.98,9,23,5,v Pakistan,ODI # 3062,44936,51,96.22,Abu Dhabi
5710,106,15,3927,146,45.13,4327,90.75,9,23,5,v Pakistan,ODI # 3063,44936,29,67.44,Abu Dhabi
5711,107,15,3946,146,44.84,4367,90.35,9,23,5,v Pakistan,ODI # 3064,44936,19,47.50,Dubai (DSC)
5712,108,15,3995,146,44.88,4437,90.03,9,23,5,v Pakistan,ODI # 3067,44936,49,70.00,Dubai (DSC)
5713,109,15,4056,146,45.06,4509,89.95,9,24,5,v Pakistan,ODI # 3069,44936,61,84.72,Dubai (DSC)
5714,110,15,4132,146,45.40,4578,90.25,9,25,5,v India,ODI # 3079,44936,76,110.14,Durban
5715,111,15,4140,146,45.00,4591,90.17,9,25,5,v India,ODI # 3080,44936,8,61.53,Johannesburg
5716,112,15,4156,146,44.68,4611,90.13,9,25,5,v India,ODI # 3082,44936,16,80.00,Cape Town
5717,113,15,4159,146,44.24,4616,90.09,9,25,5,v India,ODI # 3084,44936,3,60.00,Port Elizabeth
5718,114,15,4170,146,43.89,4628,90.10,9,25,5,v India,ODI # 3087,44936,11,91.66,Centurion
5719,115,16,4277,146,45.02,4733,90.36,10,25,5,v West Indies,ODI # 3106,44936,107*,101.90,Delhi
5720,116,16,4411,146,45.94,4831,91.30,11,25,5,v Netherlands,ODI # 3115,44936,134,136.73,Mohali
5721,117,16,4436,146,45.73,4875,90.99,11,25,5,v England,ODI # 3120,44936,25,56.81,Chennai
5722,118,16,4488,146,45.79,4914,91.33,11,26,5,v India,ODI # 3128,44936,52,133.33,Nagpur
5723,119,16,4523,146,45.68,4954,91.29,11,26,5,v New Zealand,ODI # 3144,44936,35,87.50,Dhaka
5724,120,16,4575,146,45.75,4994,91.60,11,27,5,v Sri Lanka,ODI # 3225,44936,52,130.00,Paarl
5725,121,16,4592,146,45.46,5007,91.71,11,27,5,v Sri Lanka,ODI # 3226,44936,17,130.76,East London
5726,122,17,4631,146,45.85,5043,91.83,11,27,5,v Sri Lanka,ODI # 3227,44936,39*,108.33,Bloemfontein
5727,123,17,4727,146,46.34,5119,92.34,11,28,5,v Sri Lanka,ODI # 3228,44936,96,126.31,Kimberley
5728,124,18,4852,146,47.56,5217,93.00,12,28,5,v Sri Lanka,ODI # 3229,44936,125*,127.55,Johannesburg
5729,125,19,4958,146,48.60,5323,93.14,13,28,5,v New Zealand,ODI # 3249,44936,106*,100.00,Wellington
5730,126,20,4989,146,48.91,5358,93.11,13,28,5,v New Zealand,ODI # 3252,44936,31*,88.57,Napier
5731,127,21,4998,146,49.00,5363,93.19,13,28,5,v New Zealand,ODI # 3254,44936,9*,180.00,Auckland
5732,128,21,4998,146,49.00,5363,93.19,13,28,5,v England,ODI # 3296,44936,TDNB,-,Cardiff
5733,129,21,5026,146,48.79,5392,93.21,13,28,5,v England,ODI # 3298,44936,28,96.55,Southampton
5734,130,21,5054,146,48.59,5423,93.19,13,28,5,v England,ODI # 3300,44936,28,90.32,The Oval
5735,131,21,5093,146,48.50,5469,93.12,13,28,5,v England,ODI # 3302,44936,39,84.78,Lord's
5736,132,22,5168,146,49.21,5548,93.15,13,29,5,v England,ODI # 3304,44936,75*,94.93,Nottingham
5737,133,22,5175,146,48.82,5556,93.14,13,29,5,v New Zealand,ODI # 3323,44936,7,87.50,Paarl
5738,134,22,5240,146,48.97,5619,93.25,13,30,5,v Pakistan,ODI # 3343,44936,65,103.17,Bloemfontein
5739,135,22,5244,146,48.55,5624,93.24,13,30,5,v Pakistan,ODI # 3346,44936,4,80.00,Centurion
5740,136,22,5372,146,49.28,5732,93.71,14,30,5,v Pakistan,ODI # 3347,44936,128,118.51,Johannesburg
5741,137,22,5447,146,49.51,5840,93.27,14,31,5,v Pakistan,ODI # 3348,44936,75,69.44,Durban
5742,138,23,5542,146,50.38,5951,93.12,14,32,5,v Pakistan,ODI # 3350,44936,95*,85.58,Benoni
5743,139,23,5542,146,50.38,5951,93.12,14,32,5,v Netherlands,ODI # 3359,44936,DNB,-,Amstelveen
5744,140,23,5612,146,50.55,6022,93.19,14,33,5,v India,ODI # 3363,44936,70,98.59,Cardiff
5745,141,23,5643,146,50.38,6053,93.22,14,33,5,v Pakistan,ODI # 3367,44936,31,100.00,Birmingham
5746,142,23,5680,146,50.26,6079,93.43,14,33,5,v West Indies,ODI # 3371,44936,37,142.30,Cardiff
5747,143,23,5680,146,49.82,6088,93.29,14,33,6,v England,ODI # 3375,44936,0,0.00,The Oval
5748,144,23,5703,146,49.59,6107,93.38,14,33,6,v Sri Lanka,ODI # 3392,44936,23,121.05,Colombo (RPS)
5749,145,23,5715,146,49.26,6125,93.30,14,33,6,v Sri Lanka,ODI # 3394,44936,12,66.66,Colombo (RPS)
5750,146,23,5762,146,49.24,6197,92.98,14,33,6,v Sri Lanka,ODI # 3398,44936,47,65.27,Pallekele
5751,147,23,5766,146,48.86,6205,92.92,14,33,6,v Sri Lanka,ODI # 3400,44936,4,50.00,Pallekele
5752,148,23,5817,146,48.88,6256,92.98,14,34,6,v Sri Lanka,ODI # 3401,44936,51,100.00,Colombo (RPS)
5753,149,23,5821,146,48.50,6268,92.86,14,34,6,v Pakistan,ODI # 3425,44936,4,33.33,Sharjah
5754,150,23,5831,146,48.19,6289,92.71,14,34,6,v Pakistan,ODI # 3427,44936,10,47.61,Dubai (DSC)
5755,151,23,5865,146,48.07,6329,92.66,14,34,6,v Pakistan,ODI # 3430,44936,34,85.00,Abu Dhabi
5756,152,23,5895,146,47.92,6369,92.55,14,34,6,v Pakistan,ODI # 3431,44936,30,75.00,Abu Dhabi
5757,153,24,6010,146,48.86,6471,92.87,15,34,6,v Pakistan,ODI # 3433,44936,115*,112.74,Sharjah
5758,154,24,6020,146,48.54,6486,92.81,15,34,6,v Pakistan,ODI # 3438,44936,10,66.66,Cape Town
5759,155,24,6094,146,48.75,6531,93.30,15,35,6,v Pakistan,ODI # 3440,44936,74,164.44,Port Elizabeth
5760,156,25,6142,146,49.13,6594,93.14,15,35,6,v Pakistan,ODI # 3441,44936,48*,76.19,Centurion
5761,157,25,6219,146,49.35,6641,93.64,15,36,6,v India,ODI # 3442,44936,77,163.82,Johannesburg
5762,158,25,6222,146,48.99,6645,93.63,15,36,6,v India,ODI # 3443,44936,3,75.00,Durban
5763,159,25,6331,146,49.46,6746,93.84,16,36,6,v India,ODI # 3444,44936,109,107.92,Centurion
5764,160,25,6406,146,49.65,6816,93.98,16,37,6,v Sri Lanka,ODI # 3500,44936,75,107.14,Colombo (RPS)
5765,161,25,6435,146,49.50,6857,93.84,16,37,6,v Sri Lanka,ODI # 3501,44936,29,70.73,Pallekele
5766,162,25,6543,146,49.94,6928,94.44,17,37,6,v Sri Lanka,ODI # 3502,44936,108,152.11,Hambantota
5767,163,25,6564,146,49.72,6940,94.58,17,37,6,v Zimbabwe,ODI # 3507,44936,21,175.00,Bulawayo
5768,164,25,6565,146,49.36,6944,94.54,17,37,6,v Zimbabwe,ODI # 3508,44936,1,25.00,Bulawayo
5769,165,26,6701,146,50.38,7050,95.04,18,37,6,v Australia,ODI # 3516,44936,136*,128.30,Harare
5770,166,26,6707,146,50.05,7069,94.87,18,37,6,v Australia,ODI # 3522,44936,6,31.57,Harare
5771,167,26,6723,146,49.80,7087,94.86,18,37,6,v Zimbabwe,ODI # 3524,44936,16,88.88,Harare
5772,168,27,6780,146,50.22,7128,95.11,18,38,6,v Australia,ODI # 3526,44936,57*,139.02,Harare
5773,169,28,6869,146,50.88,7213,95.23,18,39,6,v New Zealand,ODI # 3536,44936,89*,104.70,Mount Maunganui
5774,170,28,6906,146,50.77,7238,95.41,18,39,6,v New Zealand,ODI # 3537,44936,37,148.00,Mount Maunganui
5775,171,29,6939,146,51.02,7275,95.38,18,39,6,v New Zealand,ODI # 3538,44936,33*,89.18,Hamilton
5776,172,29,7019,146,51.23,7351,95.48,18,40,6,v Australia,ODI # 3545,44936,80,105.26,Perth
5777,173,29,7067,146,51.21,7392,95.60,18,40,6,v Australia,ODI # 3546,44936,48,117.07,Perth
5778,174,29,7119,146,51.21,7426,95.86,18,41,6,v Australia,ODI # 3548,44936,52,152.94,Canberra
5779,175,29,7210,146,51.50,7514,95.95,18,42,6,v Australia,ODI # 3549,44936,91,103.40,Melbourne
5780,176,29,7291,146,51.70,7608,95.83,18,43,6,v West Indies,ODI # 3579,44936,81,86.17,Durban
5781,177,29,7440,149,52.39,7652,97.22,19,43,6,v West Indies,ODI # 3583,44936,149,338.63,Johannesburg
5782,178,29,7440,149,52.39,7652,97.22,19,43,6,v West Indies,ODI # 3587,44936,DNB,-,East London
5783,179,29,7459,149,52.16,7677,97.16,19,43,6,v West Indies,ODI # 3591,44936,19,76.00,Port Elizabeth
5784,180,29,7484,149,51.97,7713,97.03,19,43,6,v Zimbabwe,ODI # 3601,44936,25,69.44,Hamilton
5785,181,29,7514,149,51.82,7751,96.94,19,43,6,v India,ODI # 3610,44936,30,78.94,Melbourne
5786,182,30,7676,162*,52.93,7817,98.19,20,43,6,v West Indies,ODI # 3616,44936,162*,245.45,Sydney
5787,183,30,7700,162*,52.73,7826,98.38,20,43,6,v Ireland,ODI # 3621,44936,24,266.66,Canberra
5788,184,30,7777,162*,52.90,7884,98.64,20,44,6,v Pakistan,ODI # 3626,44936,77,132.75,Auckland
5789,185,30,7876,162*,53.21,7966,98.87,20,45,6,v U.A.E.,ODI # 3633,44936,99,120.73,Wellington
5790,186,30,7876,162*,53.21,7966,98.87,20,45,6,v Sri Lanka,ODI # 3640,44936,DNB,-,Sydney
5791,187,31,7941,162*,53.65,8011,99.12,20,46,6,v New Zealand,ODI # 3644,44936,65*,144.44,Auckland
5792,188,31,7950,162*,53.35,8020,99.12,20,46,6,v New Zealand,ODI # 3676,44936,9,100.00,Centurion
5793,189,31,7981,162*,53.20,8065,98.95,20,46,6,v New Zealand,ODI # 3677,44936,31,68.88,Potchefstroom
5794,190,31,8045,162*,53.27,8113,99.16,20,47,6,v New Zealand,ODI # 3678,44936,64,133.33,Durban
5795,191,32,8149,162*,53.96,8186,99.54,21,47,6,v India,ODI # 3689,44936,104*,142.46,Kanpur
5796,192,32,8168,162*,53.73,8206,99.53,21,47,6,v India,ODI # 3692,44936,19,95.00,Indore
5797,193,32,8172,162*,53.41,8211,99.52,21,47,6,v India,ODI # 3695,44936,4,80.00,Rajkot
5798,194,32,8284,162*,53.79,8318,99.59,22,47,6,v India,ODI # 3698,44936,112,104.67,Chennai
5799,195,32,8403,162*,54.21,8379,100.28,23,47,6,v India,ODI # 3700,44936,119,195.08,Mumbai
5800,196,32,8411,162*,53.91,8389,100.26,23,47,6,v England,ODI # 3732,44936,8,80.00,Bloemfontein
5801,197,32,8484,162*,54.03,8480,100.04,23,48,6,v England,ODI # 3734,44936,73,80.21,Port Elizabeth
5802,198,33,8484,162*,54.03,8481,100.03,23,48,6,v England,ODI # 3736,44936,0*,0.00,Centurion
5803,199,33,8520,162*,53.92,8508,100.14,23,48,6,v England,ODI # 3737,44936,36,133.33,Johannesburg
5804,200,34,8621,162*,54.56,8605,100.18,24,48,6,v England,ODI # 3738,44936,101*,104.12,Cape Town
5805,201,34,8652,162*,54.41,8654,99.97,24,48,6,v West Indies,ODI # 3739,44936,31,63.26,Providence
5806,202,34,8674,162*,54.21,8692,99.79,24,48,6,v Australia,ODI # 3741,44936,22,57.89,Providence
5807,203,34,8713,162*,54.11,8724,99.87,24,48,6,v Australia,ODI # 3743,44936,39,121.87,Basseterre
5808,204,34,8740,162*,53.95,8743,99.96,24,48,6,v West Indies,ODI # 3747,44936,27,142.10,Basseterre
5809,205,34,8740,162*,53.95,8743,99.96,24,48,6,v Australia,ODI # 3750,44936,DNB,-,Bridgetown
5810,206,34,8742,162*,53.63,8753,99.87,24,48,6,v West Indies,ODI # 3754,44936,2,20.00,Bridgetown
5811,207,35,8772,162*,53.81,8780,99.90,24,48,6,v Sri Lanka,ODI # 3828,44936,30*,111.11,Port Elizabeth
5812,208,35,8775,162*,53.50,8785,99.88,24,48,6,v Sri Lanka,ODI # 3830,44936,3,60.00,Durban
5813,209,36,8835,162*,53.87,8846,99.87,24,49,6,v Sri Lanka,ODI # 3831,44936,60*,98.36,Johannesburg
5814,210,36,8899,162*,53.93,8908,99.89,24,50,6,v Sri Lanka,ODI # 3833,44936,64,103.22,Cape Town
5815,211,36,8913,162*,53.69,8917,99.95,24,50,6,v Sri Lanka,ODI # 3834,44936,14,155.55,Centurion
5816,212,37,8950,162*,53.91,8951,99.98,24,50,6,v New Zealand,ODI # 3836,44936,37*,108.82,Hamilton
